opp_id,agency_id,naics,value,incumbent_changed,incumbent_vendor_id,awardee_id,sow_ambiguity_score,title,posted_date,due_date,sow_text,protests,sustained,median_resolution_days,primary_protester,protester_history,last_decision_date,protested,sustained_flag,sustain_rate_opp,value_band,incumbent_displacement_flag,log_value,agency_prior_protest_rate,group_protest_rate,group_sustain_rate,group_median_resolution_days,value_millions,value_band_enc,sow_incumbent_interaction,days_since_last_decision
1011,GSA,541511,1689938.7220627218,1,21,4,0.6636714325338904,Opportunity 1011,2022-02-25,2022-04-05,Scope is clearly defined with firm metrics and acceptance criteria.,2,1,71.0,GSA_6,8,2023-12-24,1,1,0.5,1-10M,1,14.34020341884465,1.0,0.7,0.35,53.5,1.6899387220627218,1,0.6636714325338904,-365.0
1012,NASA,541511,6907862.924083847,0,11,40,0.2499470758495374,Opportunity 1012,2022-03-02,2022-05-06,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,1-10M,0,15.748171019746042,0.5,0.5454545454545454,0.13636363636363635,45.5,6.9078629240838465,1,0.0,365.0
1013,NASA,541512,3508362.6193398032,1,11,6,0.6082144786518267,Opportunity 1013,2022-03-07,2022-04-27,Requirements include complex integrations of legacy platforms with modern cloud services.,1,1,85.0,NASA_4,2,2023-08-26,1,1,1.0,1-10M,1,15.070660281418267,0.3333333333333333,0.8,0.43333333333333335,52.0,3.5083626193398034,1,0.6082144786518267,-365.0
1014,NASA,541512,1809541.5417702992,0,17,26,0.4473403308454517,Opportunity 1014,2022-03-12,2022-07-07,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.40858463194461,0.5,0.8,0.43333333333333335,52.0,1.8095415417702991,1,0.0,365.0
1015,NASA,541519,2162099.8978843885,0,2,41,0.105903125230513,Opportunity 1015,2022-03-17,2022-06-02,Multi-vendor environment with significant transition risk from incumbent service provider.,1,1,80.0,NASA_9,4,2023-11-22,1,1,1.0,1-10M,0,14.586590944864025,0.4,0.7142857142857143,0.4642857142857143,45.25,2.1620998978843886,1,0.0,-365.0
1016,DOD,541330,1854562.3264645948,0,27,29,0.370950573854703,Opportunity 1016,2022-03-22,2022-05-03,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.433159822788785,1.0,0.5833333333333334,0.5416666666666666,52.75,1.8545623264645947,1,0.0,365.0
1017,DHS,541512,1540803.3764779067,1,24,42,0.5413409355159419,Opportunity 1017,2022-03-27,2022-05-02,Multi-vendor environment with significant transition risk from incumbent service provider.,1,1,56.0,DHS_1,6,2023-11-18,1,1,1.0,1-10M,1,14.247815160415206,0.6666666666666666,0.5833333333333334,0.2916666666666667,23.75,1.5408033764779068,1,0.5413409355159419,-365.0
1018,GSA,541511,796657.0802106423,0,12,16,0.6032413451186498,Opportunity 1018,2022-04-01,2022-07-16,Multi-vendor environment with significant transition risk from incumbent service provider.,0,0,0.0,,0,,0,0,0.0,LT1M,0,13.588180857203227,1.0,0.5,0.25,25.0,0.7966570802106423,0,0.0,365.0
1019,VA,541611,1601916.193857518,1,15,14,0.4147530256388954,Opportunity 1019,2022-04-06,2022-07-28,Multi-vendor environment with significant transition risk from incumbent service provider.,1,1,51.0,VA_5,2,2023-07-16,1,1,1.0,1-10M,1,14.286711716046991,0.5,0.4375,0.40625,0.0,1.601916193857518,1,0.4147530256388954,-365.0
1020,DOD,541330,1025228.7408991936,1,13,15,0.8329447226502632,Opportunity 1020,2022-04-11,2022-07-18,Scope is clearly defined with firm metrics and acceptance criteria.,1,1,92.0,DOD_4,0,2023-04-23,1,1,1.0,1-10M,1,13.840427282902224,0.6666666666666666,0.5833333333333334,0.5416666666666666,52.75,1.0252287408991936,1,0.8329447226502632,-365.0
1021,VA,541519,702403.5292208948,0,26,16,0.7018776927466397,Opportunity 1021,2022-04-16,2022-05-27,Multi-vendor environment with significant transition risk from incumbent service provider.,1,1,78.0,VA_10,0,2023-06-29,1,1,1.0,LT1M,0,13.462264769489678,0.6666666666666666,0.6666666666666666,0.3333333333333333,37.0,0.7024035292208948,0,0.0,-365.0
1022,HHS,541519,2632425.864369322,0,30,31,0.3858364709000618,Opportunity 1022,2022-04-21,2022-05-29,Multi-vendor environment with significant transition risk from incumbent service provider.,1,1,58.0,HHS_2,5,2023-11-19,1,1,1.0,1-10M,0,14.783416740788324,1.0,0.8888888888888888,0.6666666666666666,53.0,2.632425864369322,1,0.0,-365.0
1023,GSA,541611,2405933.4014779422,0,5,20,0.6375304530342362,Opportunity 1023,2022-04-26,2022-06-12,Multi-vendor environment with significant transition risk from incumbent service provider.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.693448910588943,0.6666666666666666,0.4166666666666667,0.20833333333333334,0.0,2.405933401477942,1,0.0,365.0
1024,NASA,541611,469756.3178033531,0,17,33,0.9334483712970468,Opportunity 1024,2022-05-01,2022-08-06,Scope is clearly defined with firm metrics and acceptance criteria.,2,1,113.0,NASA_6,6,2023-12-13,1,1,0.5,LT1M,0,13.059971495234956,0.5,0.3333333333333333,0.25,0.0,0.4697563178033531,0,0.0,-365.0
1025,DOD,541512,1636362.783518274,1,1,19,0.9401211501957568,Opportunity 1025,2022-05-06,2022-08-12,Requirements include complex integrations of legacy platforms with modern cloud services.,2,1,87.5,DOD_9,2,2023-10-01,1,1,0.5,1-10M,1,14.307987132989899,0.75,0.8181818181818182,0.5454545454545454,64.0,1.6363627835182741,1,0.9401211501957568,-365.0
1026,VA,541330,3785831.256718596,0,18,14,0.1430000297943756,Opportunity 1026,2022-05-11,2022-08-24,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,0,15.14677630356769,0.75,0.45454545454545453,0.22727272727272727,0.0,3.785831256718596,1,0.0,365.0
1027,NASA,541330,3970560.411040708,1,10,9,0.2183667222107123,Opportunity 1027,2022-05-16,2022-06-23,Multi-vendor environment with significant transition risk from incumbent service provider.,0,0,0.0,,0,,0,0,0.0,1-10M,1,15.194418056025826,0.5714285714285714,0.45454545454545453,0.3181818181818182,0.0,3.970560411040708,1,0.2183667222107123,365.0
1028,DOD,541512,3872371.3611361464,0,14,25,0.8212296966834627,Opportunity 1028,2022-05-21,2022-07-03,Multi-vendor environment with significant transition risk from incumbent service provider.,1,1,91.0,DOD_21,0,2023-05-24,1,1,1.0,1-10M,0,15.169377890403592,0.8,0.8181818181818182,0.5454545454545454,64.0,3.8723713611361466,1,0.0,-365.0
1029,VA,541519,1847206.2216639416,1,18,40,0.1854297372905907,Opportunity 1029,2022-05-26,2022-09-14,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,1,14.42918544653402,0.6,0.6666666666666666,0.5,55.0,1.8472062216639415,1,0.1854297372905907,365.0
1030,VA,541512,951900.702296602,1,13,38,0.1193647166770802,Opportunity 1030,2022-05-31,2022-09-21,Requirements include complex integrations of legacy platforms with modern cloud services.,2,2,42.0,VA_12,4,2023-11-27,1,1,1.0,LT1M,1,13.766217054552328,0.5,0.6,0.4,42.0,0.951900702296602,0,0.1193647166770802,-365.0
1031,HHS,541519,795897.652645654,1,16,12,0.3284514673252383,Opportunity 1031,2022-06-05,2022-09-08,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,LT1M,1,13.587227135923623,1.0,0.3333333333333333,0.0,0.0,0.795897652645654,0,0.3284514673252383,365.0
1032,DHS,541330,2323194.36613103,1,30,22,0.5550566773686465,Opportunity 1032,2022-06-10,2022-07-19,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,1,1,52.0,DHS_12,1,2023-10-12,1,1,1.0,1-10M,1,14.658454109004492,0.75,0.6428571428571429,0.4642857142857143,44.25,2.32319436613103,1,0.5550566773686465,-365.0
1033,DOD,541512,2384404.64349468,1,32,32,0.4244008233472259,Opportunity 1033,2022-06-15,2022-07-21,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,2,2,64.0,DOD_1,1,2023-08-09,1,1,1.0,1-10M,1,14.684460445165689,0.8333333333333334,0.8181818181818182,0.5454545454545454,64.0,2.38440464349468,1,0.4244008233472259,-365.0
1034,GSA,541611,4711412.588704033,0,1,27,0.287359094898602,Opportunity 1034,2022-06-20,2022-07-25,Scope is clearly defined with firm metrics and acceptance criteria.,1,0,33.0,GSA_5,0,2023-07-30,1,0,0.0,1-10M,0,15.365498545954345,0.5,0.4166666666666667,0.20833333333333334,0.0,4.711412588704033,1,0.0,-365.0
1035,DHS,541512,4093802.234089584,0,15,3,0.2814468845688728,Opportunity 1035,2022-06-25,2022-09-25,Scope is clearly defined with firm metrics and acceptance criteria.,2,1,51.0,DHS_8,2,2023-12-30,1,1,0.5,1-10M,0,15.224984982028225,0.8,0.5833333333333334,0.2916666666666667,23.75,4.093802234089584,1,0.0,-365.0
1036,GSA,541611,1624691.4968035098,0,34,27,0.2719157338968228,Opportunity 1036,2022-06-30,2022-10-14,Requirements include complex integrations of legacy platforms with modern cloud services.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.3008291231029,0.6,0.4166666666666667,0.20833333333333334,0.0,1.6246914968035098,1,0.0,365.0
1037,NASA,541330,705629.4997625931,0,21,2,0.2301225928352643,Opportunity 1037,2022-07-05,2022-09-29,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,LT1M,0,13.466847008027655,0.5,0.5,0.5,36.25,0.705629499762593,0,0.0,365.0
1038,HHS,541512,1412215.141940162,1,9,6,1.0,Opportunity 1038,2022-07-10,2022-09-01,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,1,14.160670760348982,0.6666666666666666,0.46153846153846156,0.34615384615384615,0.0,1.412215141940162,1,1.0,365.0
1039,DOD,541511,2111530.073784506,0,24,29,0.5243777677963888,Opportunity 1039,2022-07-15,2022-10-21,Requirements include complex integrations of legacy platforms with modern cloud services.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.562923869698006,0.8571428571428571,0.5,0.45,13.75,2.1115300737845057,1,0.0,365.0
1040,DHS,541330,1541763.6801691067,1,6,5,0.6716897636011847,Opportunity 1040,2022-07-20,2022-08-24,Multi-vendor environment with significant transition risk from incumbent service provider.,2,1,63.5,DHS_1,5,2023-10-29,1,1,0.5,1-10M,1,14.24843821456557,0.8333333333333334,0.6428571428571429,0.4642857142857143,44.25,1.5417636801691066,1,0.6716897636011847,-365.0
1041,NASA,541511,1163076.7459259392,0,1,15,0.327730632970269,Opportunity 1041,2022-07-25,2022-11-06,Requirements include complex integrations of legacy platforms with modern cloud services.,0,0,0.0,,0,,0,0,0.0,1-10M,0,13.96658027872988,0.4444444444444444,0.5454545454545454,0.13636363636363635,45.5,1.1630767459259392,1,0.0,365.0
1042,NASA,541512,2168754.529547798,1,25,26,0.4035108307034878,Opportunity 1042,2022-07-30,2022-11-17,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,1,0,81.0,NASA_3,3,2023-08-26,1,0,0.0,1-10M,1,14.589664072321456,0.4,0.8,0.43333333333333335,52.0,2.168754529547798,1,0.4035108307034878,-365.0
1043,VA,541611,1229393.7183807604,0,21,29,0.2716115046574112,Opportunity 1043,2022-08-04,2022-11-06,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.02203250735078,0.5714285714285714,0.4375,0.40625,0.0,1.2293937183807604,1,0.0,365.0
1044,DHS,541611,1120124.544131003,0,30,20,0.0,Opportunity 1044,2022-08-09,2022-11-26,Multi-vendor environment with significant transition risk from incumbent service provider.,2,1,38.5,DHS_3,4,2023-10-09,1,1,0.5,1-10M,0,13.92895132996344,0.8571428571428571,0.6875,0.3125,46.0,1.120124544131003,1,0.0,-365.0
1045,GSA,541519,2266142.5475703184,1,14,5,0.1054976807880334,Opportunity 1045,2022-08-14,2022-11-04,Multi-vendor environment with significant transition risk from incumbent service provider.,2,1,32.0,GSA_1,3,2023-10-29,1,1,0.5,1-10M,1,14.63359006700599,0.5,0.7777777777777778,0.5,40.5,2.2661425475703183,1,0.1054976807880334,-365.0
1046,VA,541511,1327098.5355164374,1,34,36,0.0,Opportunity 1046,2022-08-19,2022-10-30,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,1,1,59.0,VA_5,3,2023-11-02,1,1,1.0,1-10M,1,14.098506318426363,0.5,0.6666666666666666,0.4166666666666667,52.0,1.3270985355164373,1,0.0,-365.0
1047,GSA,541330,2154519.510584802,0,17,42,0.0,Opportunity 1047,2022-08-24,2022-10-22,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,1,1,35.0,GSA_8,0,2023-03-14,1,1,1.0,1-10M,0,14.583078755874267,0.5714285714285714,0.6,0.6,43.5,2.154519510584802,1,0.0,-202.0
1048,NASA,541611,2202058.179533848,0,29,40,0.1511602564254743,Opportunity 1048,2022-08-29,2022-12-19,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.604903471259597,0.4545454545454545,0.375,0.125,0.0,2.202058179533848,1,0.0,365.0
1049,NASA,541511,763316.6640855187,0,4,33,0.7812389198454077,Opportunity 1049,2022-09-03,2022-12-04,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,LT1M,0,13.545429559252739,0.4166666666666667,0.0,0.0,0.0,0.7633166640855187,0,0.0,365.0
1050,NASA,541330,1250518.9174584034,0,4,18,0.4388909580739114,Opportunity 1050,2022-09-08,2022-10-25,Requirements include complex integrations of legacy platforms with modern cloud services.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.039069956768653,0.3846153846153846,0.45454545454545453,0.3181818181818182,0.0,1.2505189174584035,1,0.0,365.0
1051,HHS,541330,5274174.356269404,1,31,39,0.7726409405802935,Opportunity 1051,2022-09-13,2023-01-07,Scope is clearly defined with firm metrics and acceptance criteria.,1,0,76.0,HHS_2,2,2023-05-27,1,0,0.0,1-10M,1,15.478332894540467,0.5,0.8461538461538461,0.5769230769230769,72.5,5.274174356269405,1,0.7726409405802935,-256.0
1052,VA,541611,750459.0503801303,1,33,22,0.5527456442252189,Opportunity 1052,2022-09-18,2022-10-23,Requirements include complex integrations of legacy platforms with modern cloud services.,1,0,101.0,VA_12,3,2023-08-12,1,0,0.0,LT1M,1,13.52844169796614,0.5555555555555556,1.0,0.5,94.5,0.7504590503801303,0,0.5527456442252189,-328.0
1053,VA,541512,366776.9451099057,0,37,7,0.6456397064287898,Opportunity 1053,2022-09-23,2022-12-14,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,LT1M,0,12.812511889721106,0.6,0.6,0.4,42.0,0.36677694510990566,0,0.0,365.0
1054,VA,541611,444016.1146746952,0,13,38,0.2247757511738562,Opportunity 1054,2022-09-28,2022-11-14,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,1,1,88.0,VA_11,5,2023-09-20,1,1,1.0,LT1M,0,13.003618387236092,0.5454545454545454,1.0,0.5,94.5,0.4440161146746952,0,0.0,-357.0
1055,DHS,541611,1833674.5454780397,0,1,15,0.5809877385481677,Opportunity 1055,2022-10-03,2022-12-31,Requirements include complex integrations of legacy platforms with modern cloud services.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.4218330052854,0.875,0.6875,0.3125,46.0,1.8336745454780397,1,0.0,365.0
1056,DOD,541512,1836161.7740792625,1,39,42,0.6321785585185865,Opportunity 1056,2022-10-08,2022-12-14,Requirements include complex integrations of legacy platforms with modern cloud services.,0,0,0.0,,0,,0,0,0.0,1-10M,1,14.423188503138698,0.75,0.8181818181818182,0.5454545454545454,64.0,1.8361617740792626,1,0.6321785585185865,365.0
1057,DHS,541519,1642601.557420317,0,24,17,0.3058381769415768,Opportunity 1057,2022-10-13,2022-12-21,Multi-vendor environment with significant transition risk from incumbent service provider.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.31179246722134,0.7777777777777778,0.6666666666666666,0.4444444444444444,47.0,1.642601557420317,1,0.0,365.0
1058,NASA,541330,4459924.393383433,1,10,39,0.5898850926540415,Opportunity 1058,2022-10-18,2023-01-16,Scope is clearly defined with firm metrics and acceptance criteria.,1,1,85.0,NASA_1,5,2023-12-18,1,1,1.0,1-10M,1,15.310642595915398,0.3571428571428571,0.45454545454545453,0.3181818181818182,0.0,4.459924393383433,1,0.5898850926540415,-365.0
1059,NASA,541512,241681.0535125433,0,30,24,0.5915469396437083,Opportunity 1059,2022-10-23,2023-01-29,Requirements include complex integrations of legacy platforms with modern cloud services.,0,0,0.0,,0,,0,0,0.0,LT1M,0,12.395378312848948,0.4,0.25,0.25,0.0,0.2416810535125433,0,0.0,365.0
1060,GSA,541519,2414373.5354899084,0,36,21,0.3126118447174792,Opportunity 1060,2022-10-28,2022-12-31,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.69695082000915,0.625,0.7777777777777778,0.5,40.5,2.4143735354899083,1,0.0,365.0
1061,NASA,541512,5786734.213804249,0,12,14,0.1693078919322512,Opportunity 1061,2022-11-02,2023-03-01,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,2,2,53.0,NASA_2,11,2023-12-13,1,1,1.0,1-10M,0,15.571078824161708,0.375,0.8,0.43333333333333335,52.0,5.786734213804249,1,0.0,-365.0
1062,VA,541519,770014.3471597002,1,31,37,0.1539679170254319,Opportunity 1062,2022-11-07,2023-01-20,Multi-vendor environment with significant transition risk from incumbent service provider.,1,0,37.0,VA_9,1,2023-11-08,1,0,0.0,LT1M,1,13.554165725007474,0.5833333333333334,0.6666666666666666,0.3333333333333333,37.0,0.7700143471597002,0,0.1539679170254319,-365.0
1063,GSA,541611,1349365.6028588803,0,31,3,0.4716263854803654,Opportunity 1063,2022-11-12,2022-12-26,Multi-vendor environment with significant transition risk from incumbent service provider.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.1151458572463,0.5555555555555556,0.4166666666666667,0.20833333333333334,0.0,1.3493656028588803,1,0.0,365.0
1064,VA,541512,1020018.2345174293,0,20,21,0.5317524671973287,Opportunity 1064,2022-11-17,2022-12-17,Multi-vendor environment with significant transition risk from incumbent service provider.,2,0,71.5,VA_2,2,2023-06-24,1,0,0.0,1-10M,0,13.835332042452684,0.6153846153846154,0.5,0.375,35.75,1.0200182345174293,1,0.0,-219.0
1065,HHS,541330,917346.4293459048,1,25,17,0.2518685423855213,Opportunity 1065,2022-11-22,2023-01-09,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,2,2,64.5,HHS_7,6,2023-10-04,1,1,1.0,LT1M,1,13.729241555541975,0.6,0.3333333333333333,0.3333333333333333,0.0,0.9173464293459048,0,0.2518685423855213,-316.0
1066,GSA,541512,1404656.7097989265,0,11,24,0.4566463353315246,Opportunity 1066,2022-11-27,2023-02-27,Scope is clearly defined with firm metrics and acceptance criteria.,1,1,76.0,GSA_10,1,2023-10-08,1,1,1.0,1-10M,0,14.155304208150186,0.5,0.5,0.3333333333333333,28.5,1.4046567097989264,1,0.0,-315.0
1067,VA,541611,5233621.075734573,1,37,12,0.5926342590346214,Opportunity 1067,2022-12-02,2023-02-18,Multi-vendor environment with significant transition risk from incumbent service provider.,1,1,63.0,VA_2,0,2023-05-08,1,1,1.0,1-10M,1,15.470614153835657,0.6428571428571429,0.4375,0.40625,0.0,5.233621075734574,1,0.5926342590346214,-157.0
1068,DHS,541512,7117307.178727651,0,39,30,0.6045476786663252,Opportunity 1068,2022-12-07,2023-02-05,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,1-10M,0,15.778040147118208,0.7,0.5833333333333334,0.2916666666666667,23.75,7.117307178727651,1,0.0,365.0
1069,VA,541330,1394498.7382154274,0,39,17,0.8379700300306221,Opportunity 1069,2022-12-12,2023-02-23,Scope is clearly defined with firm metrics and acceptance criteria.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.148046298323186,0.6666666666666666,0.45454545454545453,0.22727272727272727,0.0,1.3944987382154275,1,0.0,365.0
1070,NASA,541519,7487871.68230447,0,29,9,0.7692452080495109,Opportunity 1070,2022-12-17,2023-04-01,Multi-vendor environment with significant transition risk from incumbent service provider.,2,2,97.5,NASA_5,3,2023-06-01,1,1,1.0,1-10M,0,15.828795294097642,0.4117647058823529,0.7142857142857143,0.4642857142857143,45.25,7.48787168230447,1,0.0,-166.0
1071,HHS,541330,1842589.2799345576,0,2,9,0.199677141810864,Opportunity 1071,2022-12-22,2023-03-13,Multi-vendor environment with significant transition risk from incumbent service provider.,2,1,58.5,HHS_5,1,2023-05-16,1,1,0.5,1-10M,0,14.426682900452866,0.6666666666666666,0.8461538461538461,0.5769230769230769,72.5,1.8425892799345576,1,0.0,-145.0
1072,VA,541611,6684274.726924742,0,15,31,0.8708965523845056,Opportunity 1072,2022-12-27,2023-01-31,Scope is clearly defined with firm metrics and acceptance criteria.,2,2,83.5,VA_11,6,2023-10-03,1,1,1.0,1-10M,0,15.715268419630663,0.625,0.4375,0.40625,0.0,6.684274726924742,1,0.0,-280.0
1073,DHS,541611,1672827.7447276856,0,18,12,0.3172558738610713,Opportunity 1073,2023-01-01,2023-02-04,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.330026610549885,0.6363636363636364,0.6875,0.3125,46.0,1.6728277447276856,1,0.0,365.0
1074,NASA,541519,1979378.3120109288,0,38,14,0.711218203113607,Opportunity 1074,2023-01-06,2023-03-20,Multi-vendor environment with significant transition risk from incumbent service provider.,0,0,0.0,,0,,0,0,0.0,1-10M,0,14.498293874743615,0.4444444444444444,0.7142857142857143,0.4642857142857143,45.25,1.9793783120109287,1,0.0,365.0
1075,VA,541519,2359843.484043912,0,22,28,0.4669966565127722,Opportunity 1075,2023-01-11,2023-03-18,Multi-vendor environment with significant transition risk from incumbent service provider.,1,0,39.0,VA_8,0,2023-03-06,1,0,0.0,1-10M,0,14.674106278238954,0.6470588235294118,0.6666666666666666,0.5,55.0,2.359843484043912,1,0.0,-54.0
1076,HHS,541330,19465228.140849218,0,21,15,0.3469626553857581,Opportunity 1076,2023-01-16,2023-05-02,Requirements include complex integrations of legacy platforms with modern cloud services.,1,0,100.0,HHS_8,0,2023-03-17,1,0,0.0,10-50M,0,16.78414031089931,0.7142857142857143,1.0,0.0,100.0,19.465228140849216,2,0.0,-60.0
1077,HHS,541512,3397206.9990735673,0,6,18,0.0,Opportunity 1077,2023-01-21,2023-04-13,Ambiguous deliverables with TBD interfaces and heavy coordination requirements.,0,0,0.0,,0,,0,0,0.0,1-10M,0,15.038464475493004,0.75,0.46153846153846156,0.34615384615384615,0.0,3.397206999073567,1,0.0,365.0
1078,DOD,541519,1055527.9249580405,0,31,11,0.407108872445913,Opportunity 1078,2023-01-26,2023-05-04,Requirements include complex integrations of legacy platforms with modern cloud services.,0,0,0.0,,0,,0,0,0.0,1-10M,0,13.869552549929175,0.6666666666666666,0.5,0.375,11.0,1.0555279249580405,1,0.0,365.0
1079,NASA,541512,3710764.2204371793,0,14,16,0.0601541911735977,Opportunity 1079,2023-01-31,2023-04-23,Multi-vendor environment with significant transition risk from incumbent service provider.,1,0,52.0,NASA_1,2,2023-08-10,1,0,0.0,1-10M,0,15.126748672193125,0.4210526315789473,0.8,0.43333333333333335,52.0,3.7107642204371794,1,0.0,-191.0
